epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,dataset,method,is_best
1,5.9188232440574495,0.00784313725490196,5.314048464158002,0.00980392156862745,5e-05,flowers102,lora,True
2,5.079033399095723,0.01764705882352941,4.7058621088663735,0.03627450980392157,4.998766400914329e-05,flowers102,lora,True
3,4.547213621700512,0.0392156862745098,4.239805161719229,0.07352941176470588,4.995066821070679e-05,flowers102,lora,True
4,4.106768560409546,0.10196078431372549,3.832796173469693,0.1411764705882353,4.9889049115077005e-05,flowers102,lora,True
5,3.6428795066534305,0.17647058823529413,3.441780623267679,0.23431372549019608,4.9802867532861956e-05,flowers102,lora,True
6,3.254863738078697,0.2529411764705882,3.047078271005668,0.31862745098039214,4.969220851487845e-05,flowers102,lora,True
7,2.8226857811796897,0.3862745098039216,2.6293409272736192,0.40980392156862744,4.9557181268217227e-05,flowers102,lora,True
8,2.381610041038663,0.49019607843137253,2.2464822217529896,0.49411764705882355,4.939791904846869e-05,flowers102,lora,True
9,1.9640191910313625,0.596078431372549,1.8939880824556539,0.5813725490196079,4.921457902821578e-05,flowers102,lora,True
10,1.6164807361714981,0.692156862745098,1.6066164278516581,0.6470588235294118,4.9007342141923585e-05,flowers102,lora,True
11,1.336624099226559,0.7284313725490196,1.373093444225835,0.7009803921568627,4.877641290737885e-05,flowers102,lora,True
12,1.1342224387561575,0.788235294117647,1.2051330832874074,0.734313725490196,4.852201922385565e-05,flowers102,lora,True
13,0.9658972412932153,0.8196078431372549,1.0877345234740015,0.7529411764705882,4.82444121472063e-05,flowers102,lora,True
14,0.8043287473566392,0.8607843137254902,0.9923968974281759,0.7735294117647059,4.794386564209954e-05,flowers102,lora,True
15,0.7065125640700846,0.8754901960784314,0.8872679941794451,0.8058823529411765,4.76206763116505e-05,flowers102,lora,True
16,0.5656486539279714,0.8970588235294118,0.8172365349881789,0.8019607843137255,4.727516310470921e-05,flowers102,lora,False
17,0.5627019304855198,0.8950980392156863,0.7591703643985823,0.8176470588235294,4.6907667001096604e-05,flowers102,lora,True
18,0.4602128316374386,0.9245098039215687,0.7205721897237441,0.8343137254901961,4.651855067509861e-05,flowers102,lora,True
19,0.4509248206428453,0.9254901960784314,0.6909106607530632,0.842156862745098,4.61081981375504e-05,flowers102,lora,True
20,0.4393727335275388,0.9343137254901961,0.6490526989394543,0.8441176470588235,4.567701435686407e-05,flowers102,lora,True
21,0.3223312824380164,0.9549019607843138,0.6209475017061421,0.8539215686274509,4.522542485937371e-05,flowers102,lora,True
22,0.33499593471779543,0.9470588235294117,0.599892305392845,0.8568627450980392,4.475387530939228e-05,flowers102,lora,True
23,0.33701871680278406,0.946078431372549,0.5845307068497527,0.8588235294117647,4.426283106939475e-05,flowers102,lora,True
24,0.29234440285785523,0.9588235294117647,0.5804183254054949,0.8637254901960785,4.375277674076151e-05,flowers102,lora,True
25,0.3206957808896607,0.9401960784313725,0.5363985114237841,0.8725490196078431,4.322421568553531e-05,flowers102,lora,True
26,0.2947957332227744,0.9529411764705882,0.5501384340080561,0.8607843137254902,4.26776695296637e-05,flowers102,lora,False
27,0.23717868152786703,0.9666666666666667,0.5214543475824244,0.8745098039215686,4.211367764821723e-05,flowers102,lora,True
28,0.3015473292154424,0.9509803921568627,0.5241628177025739,0.8754901960784314,4.153279663309131e-05,flowers102,lora,True
29,0.25550112338627085,0.9598039215686275,0.49287791287197785,0.8823529411764706,4.0935599743717254e-05,flowers102,lora,True
30,0.213844097478717,0.9686274509803922,0.4913017284636404,0.888235294117647,4.032267634132443e-05,flowers102,lora,True
31,0.21159459069079045,0.9656862745098039,0.4822381214768279,0.8852941176470588,3.969463130731185e-05,flowers102,lora,False
32,0.20465364760043575,0.9666666666666667,0.47025190416504353,0.8901960784313725,3.905208444630329e-05,flowers102,lora,True
33,0.21535126578574088,0.9627450980392157,0.47527218309103275,0.8862745098039215,3.8395669874474935e-05,flowers102,lora,False
34,0.19998844102317212,0.9686274509803922,0.4706121721688439,0.8872549019607843,3.7726035393759305e-05,flowers102,lora,False
35,0.15908341904481252,0.9754901960784313,0.46376787342277226,0.8862745098039215,3.70438418525429e-05,flowers102,lora,False
36,0.19937203964766334,0.9666666666666667,0.4406847559938244,0.8941176470588236,3.634976249348869e-05,flowers102,lora,True
37,0.2026167825156567,0.961764705882353,0.46345072026346246,0.8852941176470588,3.564448228912684e-05,flowers102,lora,False
38,0.18049465552264568,0.9686274509803922,0.4420866464867311,0.8931372549019608,3.4928697265869536e-05,flowers102,lora,False
39,0.21882138182135188,0.957843137254902,0.4310502045294818,0.8990196078431373,3.420311381711698e-05,flowers102,lora,True
40,0.20414570824188344,0.9637254901960784,0.4416053980004554,0.8852941176470588,3.346844800613231e-05,flowers102,lora,False
41,0.17531811971874797,0.9725490196078431,0.42898015122787625,0.8794117647058823,3.272542485937371e-05,flowers102,lora,False
42,0.15246138157797795,0.9656862745098039,0.41764546983382284,0.8950980392156863,3.197477765098076e-05,flowers102,lora,False
43,0.13660539981781267,0.9803921568627451,0.41757499762609895,0.8911764705882353,3.121724717912139e-05,flowers102,lora,False
44,0.16855196724919713,0.9656862745098039,0.41581084856800005,0.8862745098039215,3.045358103491359e-05,flowers102,lora,False
45,0.15553241629226536,0.9715686274509804,0.42443792329115027,0.8921568627450981,2.9684532864643143e-05,flowers102,lora,False
46,0.1340659548254574,0.9803921568627451,0.4128399761868458,0.9009803921568628,2.8910861626005796e-05,flowers102,lora,True
47,0.13891938001501794,0.9764705882352941,0.4041966758522333,0.8990196078431373,2.8133330839107635e-05,flowers102,lora,False
