epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,dataset,method,is_best
23,0.5538205333948135,0.84146,0.4124199888706207,0.8769,4.426283106939475e-05,cifar100,lora,True
24,0.5406920781326294,0.84556,0.4109921350479126,0.8749,4.375277674076151e-05,cifar100,lora,False
25,0.5256642099189758,0.8482,0.40971415266990663,0.8775,4.322421568553531e-05,cifar100,lora,True
26,0.5311487955141068,0.84976,0.4116115987300873,0.8755,4.26776695296637e-05,cifar100,lora,False
27,0.5136926370620728,0.85408,0.4155997990131378,0.8735,4.211367764821723e-05,cifar100,lora,False
28,0.5067469869422913,0.85672,0.40696364579200744,0.8764,4.153279663309131e-05,cifar100,lora,False
29,0.5059224833202363,0.8555,0.40819414110183716,0.8749,4.0935599743717254e-05,cifar100,lora,False
30,0.4957012793588638,0.8601,0.41430783247947695,0.8737,4.032267634132443e-05,cifar100,lora,False
31,0.4859628316116333,0.8616,0.40964044108390807,0.8793,3.969463130731185e-05,cifar100,lora,True
32,0.49263733852386477,0.86062,0.4184881820678711,0.8742,3.905208444630329e-05,cifar100,lora,False
33,0.4791826163291931,0.86452,0.4137589958190918,0.8752,3.8395669874474935e-05,cifar100,lora,False
34,0.4717592714262009,0.86616,0.4127137134075165,0.878,3.7726035393759305e-05,cifar100,lora,False
35,0.46570792959928514,0.87034,0.4119062313556671,0.8767,3.70438418525429e-05,cifar100,lora,False
36,0.4565271450805664,0.87044,0.4143877793550491,0.8789,3.634976249348869e-05,cifar100,lora,False
37,0.4545133802986145,0.87186,0.4116071186065674,0.8783,3.564448228912684e-05,cifar100,lora,False
38,0.44919537645816804,0.87388,0.4156135707378387,0.8768,3.4928697265869536e-05,cifar100,lora,False
39,0.4437454956150055,0.87462,0.4095625572681427,0.8809,3.420311381711698e-05,cifar100,lora,True
40,0.44670795063972474,0.87462,0.41185761399269105,0.8807,3.346844800613231e-05,cifar100,lora,False
41,0.4409148948097229,0.87582,0.41065434098243714,0.8798,3.272542485937371e-05,cifar100,lora,False
42,0.434246530714035,0.87816,0.4131680132865906,0.88,3.197477765098076e-05,cifar100,lora,False
43,0.4285827360153198,0.87974,0.41157715096473696,0.8811,3.121724717912139e-05,cifar100,lora,True
44,0.41971907455444335,0.88168,0.4132137943744659,0.8805,3.045358103491359e-05,cifar100,lora,False
45,0.4256669240283966,0.88052,0.4156697150230408,0.8804,2.9684532864643143e-05,cifar100,lora,False
46,0.4174505084991455,0.8831,0.416812683057785,0.8799,2.8910861626005796e-05,cifar100,lora,False
47,0.4126632678031921,0.8863,0.4135568428277969,0.8792,2.8133330839107635e-05,cifar100,lora,False
48,0.4124604452037811,0.88482,0.41377624332904817,0.8831,2.735270783296288e-05,cifar100,lora,True
49,0.41742245975255965,0.88246,0.40949137692451476,0.8802,2.656976298823286e-05,cifar100,lora,False
50,0.40171677307128906,0.88776,0.41119655544757844,0.8847,2.578526897695323e-05,cifar100,lora,True
51,0.4045769121980667,0.8882,0.4167838897228241,0.8817,2.500000000000002e-05,cifar100,lora,False
52,0.38657422680854797,0.89198,0.4145187670707703,0.8808,2.4214731023046813e-05,cifar100,lora,False
53,0.3974822137641907,0.88996,0.41165256061553956,0.8826,2.3430237011767184e-05,cifar100,lora,False
54,0.3978672367477417,0.88888,0.4204445147275925,0.8782,2.2647292167037158e-05,cifar100,lora,False
55,0.39020935645103455,0.89138,0.4148671378135681,0.8805,2.186666916089241e-05,cifar100,lora,False
56,0.38855873423576354,0.89312,0.4202964639186859,0.8811,2.1089138373994243e-05,cifar100,lora,False
57,0.3839810753917694,0.89352,0.42007278327941894,0.8805,2.03154671353569e-05,cifar100,lora,False
58,0.38310454798698423,0.89434,0.41826991074085235,0.8798,1.954641896508646e-05,cifar100,lora,False
59,0.38325107586860657,0.89442,0.4097933406352997,0.8824,1.8782752820878645e-05,cifar100,lora,False
60,0.3732758177757263,0.89628,0.4136727018356323,0.8812,1.8025222349019287e-05,cifar100,lora,False
